day_num,weekday,extra,Как вы участвовали сегодня?,Оцените уровень сложности сегодняшнего дня,Насколько было интересно сегодня?,"Оцените качество материалов (слайды, задания, примеры и т.д.)"
9,четверг,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Слишком сложно/быстро,Очень интересно,Хорошо
9,четверг,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Слишком сложно/быстро,Очень интересно,Хорошо
9,четверг,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ОНЛАЙН-трансляцию в DISCORD,Слишком сложно/быстро,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ОНЛАЙН-трансляцию в DISCORD,Слишком сложно/быстро,Очень интересно,Нормально
9,четверг,Часть Дарьи Бородко,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
9,четверг,Часть Дарьи Бородко,Смотрю ЗАПИСЬ в RUTUBE,Слишком сложно/быстро,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Слишком сложно/быстро,Нейтрально,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Слишком сложно/быстро,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Нейтрально,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Нейтрально,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в RUTUBE,Оптимально,Нейтрально,Нормально
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Слишком сложно/быстро,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Нормально
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Нейтрально,Нормально
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
8,вторник,Часть Ивана Позднякова,Смотрю ЗАПИСЬ в RUTUBE,Оптимально,Очень интересно,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Нейтрально,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в RUTUBE,Оптимально,Очень интересно,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Нейтрально,Нормально
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в RUTUBE,Оптимально,Очень интересно,Хорошо
7,четверг,Часть Ивана Позднякова,Смотрю ОНЛАЙН-трансляцию в DISCORD,Оптимально,Очень интересно,Нормально
